Startdatum,Enddatum,Ort,Anzahl der Waldbrände,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar
2016-08-01,2016-08-31,Niedersachsen,6,2,31,17.541935483870965,18.9258064516129,1.1,76.87096774193549,1014470
2016-08-01,2016-08-31,Nordrhein-Westfalen,2,2,31,18.161290322580644,18.17741935483871,1.5322580645161288,78.09677419354838,849507
2016-08-01,2016-08-31,Rheinland-Pfalz,7,2,31,18.916129032258063,13.535483870967743,0.7993548387096775,76.70967741935483,805440
2016-08-01,2016-08-31,Saarland,1,2,31,17.90967741935484,14.361290322580642,1.067741935483871,78.83870967741936,85623
2016-08-01,2016-08-31,Sachsen,11,2,31,18.0741935483871,14.37741935483871,1.3174193548387096,74.6774193548387,495184
2016-08-01,2016-08-31,Sachsen-Anhalt,14,2,31,18.99032258064516,15.770967741935484,1.070967741935484,70.16129032258064,456545
2016-08-01,2016-08-31,Schleswig-Holstein,0,2,31,16.76129032258065,21.612903225806456,1.236451612903226,78.3225806451613,162014
2016-08-01,2016-08-31,Thuringen,7,2,31,17.63548387096774,13.425806451612903,1.2483870967741937,74.25806451612904,527936
2016-09-01,2016-09-30,Baden-Wurttemberg,8,3,30,17.980000000000004,10.856666666666666,1.2093333333333334,75.83333333333333,1352564
2016-09-01,2016-09-30,Bayern,1,3,30,13.843333333333328,9.156666666666668,5.328666666666667,83.73333333333333,2487176
2016-09-01,2016-09-30,Berlin,0,3,30,18.613333333333337,14.240000000000002,0.4866666666666667,66.53333333333333,15752
2016-09-01,2016-09-30,Brandenburg,42,3,30,18.430000000000003,15.939999999999998,0.56,67.23333333333333,1030796
2016-09-01,2016-09-30,Bremen,0,3,30,17.65,16.133333333333333,0.65,73.4,461
2016-09-01,2016-09-30,Hamburg,0,3,30,17.48,16.886666666666667,1.0586666666666669,74.6,4016
2016-09-01,2016-09-30,Hessen,10,3,30,17.56,9.83666666666667,1.3503333333333336,76.66666666666667,839306
2016-09-01,2016-09-30,Mecklenburg-Vorpommern,7,3,30,17.543333333333333,20.816666666666663,0.9366666666666668,73.3,490225
2016-09-01,2016-09-30,Niedersachsen,5,3,30,17.486666666666668,17.02,0.8266666666666668,73.23333333333333,1014470
2016-09-01,2016-09-30,Nordrhein-Westfalen,2,3,30,18.10666666666667,15.43333333333333,0.6733333333333333,73.33333333333333,849507
2016-09-01,2016-09-30,Rheinland-Pfalz,8,3,30,17.500000000000004,12.123333333333331,0.6256666666666667,76.26666666666667,805440
2016-09-01,2016-09-30,Saarland,0,3,30,16.55333333333333,13.010000000000003,0.6966666666666668,77.7,85623
2016-09-01,2016-09-30,Sachsen,12,3,30,17.446666666666665,12.48,1.2963333333333331,74.16666666666667,495184
2016-09-01,2016-09-30,Sachsen-Anhalt,16,3,30,18.626666666666665,14.87,1.096666666666667,68.33333333333333,456545
2016-09-01,2016-09-30,Schleswig-Holstein,0,3,30,16.870000000000008,18.46333333333333,1.810333333333333,77.3,162014
2016-09-01,2016-09-30,Thuringen,2,3,30,17.250000000000004,12.089999999999998,1.4223333333333334,74.7,527936
2016-10-01,2016-10-31,Baden-Wurttemberg,1,3,31,9.138709677419357,11.800000000000002,1.6264516129032258,84.29032258064517,1352564
2016-10-01,2016-10-31,Bayern,0,3,31,5.919354838709677,8.316129032258065,3.238064516129032,89.35483870967742,2487176
2016-10-01,2016-10-31,Berlin,0,3,31,8.841935483870968,14.906451612903222,2.0612903225806454,86.80645161290323,15752
2016-10-01,2016-10-31,Brandenburg,0,3,31,8.916129032258064,16.841935483870973,1.9838709677419355,86.25806451612904,1030796
2016-10-01,2016-10-31,Bremen,0,3,31,9.164516129032258,17.14838709677419,1.029032258064516,85.41935483870968,461
2016-10-01,2016-10-31,Hamburg,0,3,31,9.238709677419354,18.170967741935485,1.1870967741935483,84.87096774193549,4016
2016-10-01,2016-10-31,Hessen,2,3,31,9.40645161290323,10.674193548387096,1.3993548387096773,82.64516129032258,839306
2016-10-01,2016-10-31,Mecklenburg-Vorpommern,0,3,31,9.645161290322582,23.206451612903223,1.309677419354839,83.09677419354838,490225
2016-10-01,2016-10-31,Niedersachsen,3,3,31,9.016129032258066,17.845161290322586,0.925806451612903,85.87096774193549,1014470
2016-10-01,2016-10-31,Nordrhein-Westfalen,1,3,31,9.241935483870968,16.36451612903226,1.5774193548387094,86.09677419354838,849507
2016-10-01,2016-10-31,Rheinland-Pfalz,0,3,31,8.806451612903226,13.41935483870968,2.051612903225806,87.16129032258064,805440
2016-10-01,2016-10-31,Saarland,0,3,31,8.093548387096776,14.683870967741935,2.5261290322580647,88.06451612903226,85623
2016-10-01,2016-10-31,Sachsen,0,3,31,8.548387096774196,14.809677419354838,2.567741935483871,87.7741935483871,495184
2016-10-01,2016-10-31,Sachsen-Anhalt,0,3,31,9.032258064516126,16.429032258064517,2.0935483870967744,86.64516129032258,456545
2016-10-01,2016-10-31,Schleswig-Holstein,0,3,31,9.435483870967742,21.43870967741936,1.5645161290322582,84.74193548387096,162014
2016-10-01,2016-10-31,Thuringen,0,3,31,7.906451612903228,12.777419354838711,2.072258064516129,89.54838709677419,527936
2016-11-01,2016-11-30,Baden-Wurttemberg,1,3,30,4.736666666666667,14.396666666666668,2.5333333333333337,83.16666666666667,1352564
2016-11-01,2016-11-30,Bayern,0,3,30,1.5233333333333334,9.896666666666668,2.929333333333333,86.16666666666667,2487176
2016-11-01,2016-11-30,Berlin,0,3,30,3.7833333333333337,16.076666666666668,1.0466666666666666,85.7,15752
2016-11-01,2016-11-30,Brandenburg,0,3,30,3.83,18.89333333333333,1.19,82.96666666666667,1030796
2016-11-01,2016-11-30,Bremen,0,3,30,4.433333333333333,20.090000000000007,1.76,84.83333333333333,461
2016-11-01,2016-11-30,Hamburg,0,3,30,3.943333333333334,19.610000000000003,1.533,85.73333333333333,4016
2016-11-01,2016-11-30,Hessen,0,3,30,5.046666666666668,11.966666666666669,2.366333333333333,82.46666666666667,839306
2016-11-01,2016-11-30,Mecklenburg-Vorpommern,0,3,30,4.566666666666666,25.01,2.027333333333333,83.66666666666667,490225
2016-11-01,2016-11-30,Niedersachsen,0,3,30,3.58,19.48333333333333,1.7433333333333332,86.5,1014470
2016-11-01,2016-11-30,Nordrhein-Westfalen,0,3,30,5.003333333333333,20.32333333333333,2.558666666666667,84.93333333333334,849507
2016-11-01,2016-11-30,Rheinland-Pfalz,0,3,30,4.56,16.766666666666666,2.321333333333333,86.13333333333334,805440
2016-11-01,2016-11-30,Saarland,0,3,30,4.053333333333335,17.67,3.0123333333333333,87.2,85623
2016-11-01,2016-11-30,Sachsen,0,3,30,3.5333333333333328,17.436666666666664,1.2906666666666664,83.6,495184
2016-11-01,2016-11-30,Sachsen-Anhalt,0,3,30,3.9533333333333336,17.886666666666667,1.164,81.7,456545
2016-11-01,2016-11-30,Schleswig-Holstein,0,3,30,4.38,21.86333333333334,1.552,85.03333333333333,162014
2016-11-01,2016-11-30,Thuringen,0,3,30,3.056666666666666,13.566666666666668,1.2933333333333334,85.1,527936
2016-12-01,2016-12-31,Baden-Wurttemberg,0,4,31,1.483870967741936,8.812903225806451,0.4483870967741935,79.29032258064517,1352564
2016-12-01,2016-12-31,Bayern,3,4,31,-0.6806451612903227,8.825806451612904,1.3974193548387095,75.58064516129032,2487176
2016-12-01,2016-12-31,Berlin,0,4,31,2.612903225806452,17.922580645161286,1.5025806451612906,88.0,15752
2016-12-01,2016-12-31,Brandenburg,1,4,31,2.7741935483870965,20.912903225806453,1.1129032258064515,84.38709677419355,1030796
2016-12-01,2016-12-31,Bremen,0,4,31,4.02258064516129,20.81290322580645,1.2970967741935486,86.80645161290323,461
2016-12-01,2016-12-31,Hamburg,0,4,31,3.9806451612903233,22.12580645161291,1.3612903225806452,87.45161290322581,4016
2016-12-01,2016-12-31,Hessen,0,4,31,1.890322580645161,7.5290322580645155,0.1580645161290322,77.12903225806451,839306
2016-12-01,2016-12-31,Mecklenburg-Vorpommern,0,4,31,4.096774193548387,27.30967741935484,1.4516129032258065,87.64516129032258,490225
2016-12-01,2016-12-31,Niedersachsen,0,4,31,3.487096774193548,21.94193548387097,1.2135483870967745,87.06451612903226,1014470
2016-12-01,2016-12-31,Nordrhein-Westfalen,1,4,31,3.9,18.86774193548387,0.664516129032258,85.51612903225806,849507
2016-12-01,2016-12-31,Rheinland-Pfalz,0,4,31,1.4161290322580642,11.658064516129034,0.2064516129032258,84.70967741935483,805440
2016-12-01,2016-12-31,Saarland,0,4,31,0.935483870967742,12.338709677419354,0.2387096774193548,86.03225806451613,85623
2016-12-01,2016-12-31,Sachsen,0,4,31,1.4548387096774194,19.56774193548388,1.9516129032258067,81.12903225806451,495184
2016-12-01,2016-12-31,Sachsen-Anhalt,0,4,31,2.4645161290322584,19.72258064516129,0.9096774193548388,81.45161290322581,456545
2016-12-01,2016-12-31,Schleswig-Holstein,0,4,31,4.861290322580645,24.248387096774195,1.074193548387097,89.09677419354838,162014
2016-12-01,2016-12-31,Thuringen,0,4,31,1.1580645161290324,13.519354838709678,0.4741935483870968,83.25806451612904,527936
2017-01-01,2017-01-31,Baden-Wurttemberg,0,4,31,-3.34516129032258,13.529032258064516,2.064516129032258,89.70967741935483,1352564
2017-01-01,2017-01-31,Bayern,1,4,31,-7.509677419354838,10.361290322580649,3.3758064516129034,91.5483870967742,2487176
2017-01-01,2017-01-31,Berlin,0,4,31,-1.8225806451612905,16.567741935483873,1.4193548387096775,92.19354838709675,15752
2017-01-01,2017-01-31,Brandenburg,0,4,31,-1.6419354838709677,17.787096774193547,1.3064516129032258,89.93548387096774,1030796
2017-01-01,2017-01-31,Bremen,0,4,31,0.0193548387096774,18.31290322580645,2.083870967741936,86.83870967741936,461
2017-01-01,2017-01-31,Hamburg,0,4,31,0.1806451612903227,18.80967741935483,1.607741935483871,86.74193548387096,4016
2017-01-01,2017-01-31,Hessen,0,4,31,-2.65483870967742,11.02258064516129,1.9903225806451608,88.83870967741936,839306
2017-01-01,2017-01-31,Mecklenburg-Vorpommern,0,4,31,0.5032258064516129,24.10967741935485,1.358064516129032,87.3225806451613,490225
2017-01-01,2017-01-31,Niedersachsen,0,4,31,-0.6935483870967741,18.58064516129032,1.7193548387096775,89.16129032258064,1014470
2017-01-01,2017-01-31,Nordrhein-Westfalen,0,4,31,0.1419354838709677,18.19354838709678,2.061290322580645,84.12903225806451,849507
2017-01-01,2017-01-31,Rheinland-Pfalz,0,4,31,-2.4290322580645163,15.722580645161283,1.2935483870967743,90.09677419354838,805440
2017-01-01,2017-01-31,Saarland,0,4,31,-3.106451612903225,16.509677419354844,1.3677419354838711,91.70967741935485,85623
2017-01-01,2017-01-31,Sachsen,0,4,31,-4.1903225806451605,18.364516129032253,1.5548387096774194,90.80645161290325,495184
2017-01-01,2017-01-31,Sachsen-Anhalt,0,4,31,-2.161290322580645,17.23870967741935,1.3258064516129031,89.83870967741936,456545
2017-01-01,2017-01-31,Schleswig-Holstein,0,4,31,1.2774193548387105,21.29032258064516,1.1516129032258062,85.93548387096774,162014
2017-01-01,2017-01-31,Thuringen,0,4,31,-3.364516129032258,12.690322580645162,0.9548387096774192,92.41935483870968,527936
2017-02-01,2017-02-28,Baden-Wurttemberg,2,4,28,4.457142857142858,15.507142857142858,2.3667857142857147,85.25,1352564
2017-02-01,2017-02-28,Bayern,3,4,28,-0.2500000000000002,10.525000000000002,2.804285714285714,91.35714285714286,2487176
2017-02-01,2017-02-28,Berlin,0,4,28,1.725,18.210714285714285,1.3714285714285714,87.28571428571429,15752
2017-02-01,2017-02-28,Brandenburg,0,4,28,2.1607142857142856,20.860714285714288,1.335714285714286,85.39285714285714,1030796
2017-02-01,2017-02-28,Bremen,0,4,28,2.9964285714285714,23.585714285714285,1.6939285714285717,85.96428571428571,461
2017-02-01,2017-02-28,Hamburg,0,4,28,2.432142857142857,23.03214285714285,1.5185714285714285,85.14285714285714,4016
2017-02-01,2017-02-28,Hessen,2,4,28,4.517857142857143,13.296428571428567,2.420357142857143,84.92857142857143,839306
2017-02-01,2017-02-28,Mecklenburg-Vorpommern,0,4,28,2.15,26.4,1.2021428571428572,85.42857142857143,490225
2017-02-01,2017-02-28,Niedersachsen,0,4,28,2.1428571428571432,22.867857142857144,1.254642857142857,86.0,1014470
2017-02-01,2017-02-28,Nordrhein-Westfalen,1,4,28,4.510714285714285,23.36428571428572,2.103571428571428,87.42857142857143,849507
2017-02-01,2017-02-28,Rheinland-Pfalz,0,4,28,4.142857142857143,18.28571428571429,2.417857142857143,89.25,805440
2017-02-01,2017-02-28,Saarland,0,4,28,3.485714285714286,20.1,2.760357142857143,90.28571428571428,85623
2017-02-01,2017-02-28,Sachsen,0,4,28,1.292857142857143,18.23214285714285,1.6392857142857142,89.32142857142857,495184
2017-02-01,2017-02-28,Sachsen-Anhalt,0,4,28,2.510714285714286,20.71785714285713,1.364285714285714,85.82142857142857,456545
2017-02-01,2017-02-28,Schleswig-Holstein,0,4,28,2.585714285714286,26.242857142857144,2.383928571428572,87.71428571428571,162014
2017-02-01,2017-02-28,Thuringen,0,4,28,1.5142857142857142,15.935714285714283,1.1357142857142857,92.85714285714286,527936
2017-03-01,2017-03-31,Baden-Wurttemberg,2,1,31,8.141935483870967,16.777419354838713,2.9070967741935485,82.80645161290323,1352564
2017-03-01,2017-03-31,Bayern,4,1,31,4.509677419354838,11.429032258064517,5.539999999999999,86.64516129032258,2487176
2017-03-01,2017-03-31,Berlin,0,1,31,6.874193548387097,17.45161290322581,1.8967741935483868,82.25806451612904,15752
2017-03-01,2017-03-31,Brandenburg,11,1,31,7.064516129032257,20.05483870967742,1.687096774193548,81.03225806451613,1030796
2017-03-01,2017-03-31,Bremen,0,1,31,7.093548387096777,20.732258064516127,2.077419354838709,82.19354838709677,461
2017-03-01,2017-03-31,Hamburg,0,1,31,6.651612903225806,21.403225806451616,1.7845161290322582,81.25806451612904,4016
2017-03-01,2017-03-31,Hessen,12,1,31,8.30967741935484,14.58387096774194,2.547096774193548,82.2258064516129,839306
2017-03-01,2017-03-31,Mecklenburg-Vorpommern,0,1,31,6.087096774193547,23.845161290322583,1.5609677419354837,83.25806451612904,490225
2017-03-01,2017-03-31,Niedersachsen,4,1,31,6.603225806451612,21.35806451612903,1.6903225806451612,81.16129032258064,1014470
2017-03-01,2017-03-31,Nordrhein-Westfalen,2,1,31,8.119354838709677,21.96451612903226,2.1874193548387098,81.74193548387096,849507
2017-03-01,2017-03-31,Rheinland-Pfalz,1,1,31,7.829032258064516,18.983870967741936,2.545161290322581,84.7741935483871,805440
2017-03-01,2017-03-31,Saarland,0,1,31,7.180645161290324,20.8483870967742,2.919354838709677,85.61290322580645,85623
2017-03-01,2017-03-31,Sachsen,1,1,31,6.835483870967745,19.335483870967742,1.5741935483870966,80.74193548387096,495184
2017-03-01,2017-03-31,Sachsen-Anhalt,1,1,31,7.164516129032256,19.48709677419355,1.403225806451613,80.54838709677419,456545
2017-03-01,2017-03-31,Schleswig-Holstein,0,1,31,5.625806451612904,23.351612903225806,2.117741935483871,84.87096774193549,162014
2017-03-01,2017-03-31,Thuringen,1,1,31,6.24516129032258,16.89354838709678,1.394516129032258,84.64516129032258,527936
2017-05-01,2017-05-31,Baden-Wurttemberg,0,1,31,14.8,11.75483870967742,2.02258064516129,80.2258064516129,1352564
2017-05-01,2017-05-31,Bayern,6,1,31,11.425806451612909,10.138709677419351,5.550645161290323,84.06451612903226,2487176
2017-05-01,2017-05-31,Berlin,1,1,31,14.638709677419357,17.27741935483871,1.2158064516129032,76.16129032258064,15752
2017-05-01,2017-05-31,Brandenburg,55,1,31,14.464516129032258,18.34193548387097,1.0551612903225809,80.51612903225806,1030796
2017-05-01,2017-05-31,Bremen,0,1,31,13.838709677419354,18.370967741935484,1.4999999999999998,81.83870967741936,461
2017-05-01,2017-05-31,Hamburg,0,1,31,13.480645161290322,19.93870967741935,1.7945161290322582,82.3225806451613,4016
2017-05-01,2017-05-31,Hessen,9,1,31,14.80967741935484,10.545161290322582,2.53516129032258,79.80645161290323,839306
2017-05-01,2017-05-31,Mecklenburg-Vorpommern,2,1,31,12.877419354838713,23.27096774193548,2.4054838709677417,83.6774193548387,490225
2017-05-01,2017-05-31,Niedersachsen,1,1,31,13.529032258064516,19.345161290322583,2.502258064516129,82.7741935483871,1014470
2017-05-01,2017-05-31,Nordrhein-Westfalen,6,1,31,14.75161290322581,16.783870967741933,1.6732258064516126,81.58064516129032,849507
2017-05-01,2017-05-31,Rheinland-Pfalz,2,1,31,14.580645161290324,13.235483870967744,1.664516129032258,80.96774193548387,805440
2017-05-01,2017-05-31,Saarland,2,1,31,13.770967741935484,14.712903225806452,2.0264516129032257,83.29032258064517,85623
2017-05-01,2017-05-31,Sachsen,22,1,31,14.20967741935484,16.20967741935484,1.0803225806451613,78.87096774193549,495184
2017-05-01,2017-05-31,Sachsen-Anhalt,4,1,31,14.61290322580645,17.051612903225806,1.2503225806451612,80.74193548387096,456545
2017-05-01,2017-05-31,Schleswig-Holstein,0,1,31,12.454838709677418,22.1483870967742,1.976451612903226,80.41935483870968,162014
2017-05-01,2017-05-31,Thuringen,4,1,31,13.683870967741932,12.95483870967742,2.030967741935484,80.3225806451613,527936
2017-06-01,2017-06-30,Baden-Wurttemberg,4,2,30,19.5,14.866666666666664,2.15,76.33333333333333,1352564
2017-06-01,2017-06-30,Bayern,6,2,30,16.73,10.846666666666664,5.496666666666666,81.9,2487176
2017-06-01,2017-06-30,Berlin,0,2,30,18.19,19.02333333333333,6.863666666666666,74.3,15752
2017-06-01,2017-06-30,Brandenburg,39,2,30,17.856666666666666,20.28666666666667,3.450666666666667,78.03333333333333,1030796
2017-06-01,2017-06-30,Bremen,0,2,30,16.726666666666667,19.886666666666663,3.753333333333333,82.03333333333333,461
2017-06-01,2017-06-30,Hamburg,0,2,30,16.4,22.00333333333333,4.333666666666667,81.7,4016
2017-06-01,2017-06-30,Hessen,11,2,30,19.540000000000003,13.699999999999998,2.197,77.7,839306
2017-06-01,2017-06-30,Mecklenburg-Vorpommern,1,2,30,16.206666666666667,25.46333333333333,4.692333333333333,81.16666666666667,490225
2017-06-01,2017-06-30,Niedersachsen,1,2,30,16.54666666666667,21.2,4.224666666666667,81.66666666666667,1014470
2017-06-01,2017-06-30,Nordrhein-Westfalen,9,2,30,18.006666666666664,19.67,1.9266666666666663,80.8,849507
2017-06-01,2017-06-30,Rheinland-Pfalz,8,2,30,18.93333333333333,15.746666666666666,1.9886666666666664,78.9,805440
2017-06-01,2017-06-30,Saarland,0,2,30,17.740000000000002,17.046666666666667,2.495000000000001,82.5,85623
2017-06-01,2017-06-30,Sachsen,10,2,30,18.36333333333333,19.043333333333337,3.078333333333333,75.7,495184
2017-06-01,2017-06-30,Sachsen-Anhalt,12,2,30,18.356666666666666,19.55,2.3200000000000003,76.0,456545
2017-06-01,2017-06-30,Schleswig-Holstein,0,2,30,15.353333333333332,23.59,4.543333333333334,81.53333333333333,162014
2017-06-01,2017-06-30,Thuringen,7,2,30,17.20333333333333,16.036666666666665,1.6846666666666663,77.63333333333334,527936
2017-07-01,2017-07-31,Baden-Wurttemberg,1,2,31,20.003225806451617,14.890322580645163,2.967741935483871,75.96774193548387,1352564
2017-07-01,2017-07-31,Bayern,5,2,31,16.748387096774195,10.361290322580643,8.591290322580646,81.58064516129032,2487176
2017-07-01,2017-07-31,Berlin,0,2,31,18.925806451612903,15.929032258064517,4.416451612903226,73.83870967741936,15752
2017-07-01,2017-07-31,Brandenburg,5,2,31,18.38709677419355,16.770967741935486,4.5054838709677405,79.19354838709677,1030796
2017-07-01,2017-07-31,Bremen,0,2,31,17.141935483870963,18.28709677419355,4.271935483870968,83.45161290322581,461
2017-07-01,2017-07-31,Hamburg,0,2,31,16.745161290322578,17.561290322580643,4.137419354838709,83.90322580645162,4016
2017-07-01,2017-07-31,Hessen,1,2,31,19.909677419354846,12.99032258064516,2.663870967741935,76.7741935483871,839306
2017-07-01,2017-07-31,Mecklenburg-Vorpommern,0,2,31,16.706451612903226,22.096774193548388,4.714516129032258,81.83870967741936,490225
2017-07-01,2017-07-31,Niedersachsen,1,2,31,16.893548387096775,17.05806451612903,5.57774193548387,83.70967741935483,1014470
2017-07-01,2017-07-31,Nordrhein-Westfalen,6,2,31,18.67741935483871,17.167741935483868,3.587741935483871,76.93548387096774,849507
2017-07-01,2017-07-31,Rheinland-Pfalz,4,2,31,19.122580645161293,16.235483870967737,3.4887096774193544,81.16129032258064,805440
2017-07-01,2017-07-31,Saarland,1,2,31,18.10322580645161,16.64838709677419,3.90483870967742,83.48387096774194,85623
2017-07-01,2017-07-31,Sachsen,3,2,31,18.948387096774194,16.55161290322581,3.2112903225806453,76.35483870967742,495184
2017-07-01,2017-07-31,Sachsen-Anhalt,0,2,31,18.829032258064515,17.283870967741933,3.8448387096774193,77.16129032258064,456545
2017-07-01,2017-07-31,Schleswig-Holstein,0,2,31,16.009677419354837,19.88709677419355,3.551935483870967,81.54838709677419,162014
2017-07-01,2017-07-31,Thuringen,1,2,31,17.58709677419355,15.82903225806452,3.856129032258065,81.45161290322581,527936
2017-08-01,2017-08-31,Baden-Wurttemberg,0,2,31,20.13225806451613,11.819354838709677,2.607741935483871,72.45161290322581,1352564
2017-08-01,2017-08-31,Bayern,4,2,31,18.16451612903225,9.087096774193547,6.397096774193548,78.96774193548387,2487176
2017-08-01,2017-08-31,Berlin,0,2,31,20.135483870967747,16.232258064516135,2.109677419354839,62.483870967741936,15752
2017-08-01,2017-08-31,Brandenburg,11,2,31,19.03548387096773,15.161290322580648,1.5545161290322582,72.51612903225806,1030796
2017-08-01,2017-08-31,Bremen,0,2,31,17.25483870967742,17.24838709677419,1.8387096774193548,78.45161290322581,461
2017-08-01,2017-08-31,Hamburg,0,2,31,17.390322580645158,16.193548387096776,1.999032258064516,76.96774193548387,4016
2017-08-01,2017-08-31,Hessen,2,2,31,20.025806451612898,10.558064516129033,2.275806451612904,73.51612903225806,839306
2017-08-01,2017-08-31,Mecklenburg-Vorpommern,0,2,31,17.538709677419355,21.97419354838709,1.912903225806452,78.70967741935483,490225
2017-08-01,2017-08-31,Niedersachsen,1,2,31,17.554838709677416,15.55483870967742,2.370967741935484,75.7741935483871,1014470
2017-08-01,2017-08-31,Nordrhein-Westfalen,4,2,31,18.93548387096774,14.69354838709678,2.7883870967741933,67.06451612903226,849507
2017-08-01,2017-08-31,Rheinland-Pfalz,2,2,31,18.874193548387098,13.512903225806454,1.8967741935483875,78.19354838709677,805440
2017-08-01,2017-08-31,Saarland,0,2,31,17.900000000000002,13.229032258064514,2.3522580645161293,79.58064516129032,85623
2017-08-01,2017-08-31,Sachsen,4,2,31,19.483870967741936,15.841935483870968,2.317096774193548,71.80645161290323,495184
2017-08-01,2017-08-31,Sachsen-Anhalt,4,2,31,19.493548387096777,15.819354838709678,1.7970967741935484,69.06451612903226,456545
2017-08-01,2017-08-31,Schleswig-Holstein,0,2,31,16.206451612903226,19.512903225806447,3.6306451612903214,81.16129032258064,162014
2017-08-01,2017-08-31,Thuringen,1,2,31,17.625806451612906,16.26129032258065,2.578709677419355,76.16129032258064,527936
2017-09-01,2017-09-30,Baden-Wurttemberg,0,3,30,14.110000000000005,12.51666666666666,2.195333333333333,75.7,1352564
2017-09-01,2017-09-30,Bayern,0,3,30,10.556666666666668,8.386666666666667,5.854666666666666,85.73333333333333,2487176
2017-09-01,2017-09-30,Berlin,0,3,30,15.106666666666673,17.02,1.356666666666667,67.5,15752
2017-09-01,2017-09-30,Brandenburg,0,3,30,14.3,15.623333333333331,1.6133333333333335,75.3,1030796
2017-09-01,2017-09-30,Bremen,0,3,30,13.616666666666664,17.65666666666667,2.6733333333333333,82.76666666666667,461
2017-09-01,2017-09-30,Hamburg,0,3,30,13.899999999999997,16.10666666666667,2.8799999999999994,81.23333333333333,4016
2017-09-01,2017-09-30,Hessen,0,3,30,13.813333333333333,11.606666666666667,1.5776666666666668,75.96666666666667,839306
2017-09-01,2017-09-30,Mecklenburg-Vorpommern,1,3,30,14.216666666666669,23.35666666666667,2.5093333333333323,79.33333333333333,490225
2017-09-01,2017-09-30,Niedersachsen,1,3,30,13.793333333333331,14.933333333333332,2.5466666666666664,80.26666666666667,1014470
2017-09-01,2017-09-30,Nordrhein-Westfalen,2,3,30,14.876666666666669,15.819999999999997,3.629333333333333,72.26666666666667,849507
2017-09-01,2017-09-30,Rheinland-Pfalz,1,3,30,13.066666666666668,14.186666666666667,3.832333333333333,81.66666666666667,805440
2017-09-01,2017-09-30,Saarland,1,3,30,12.313333333333333,13.696666666666662,4.043666666666666,83.43333333333334,85623
2017-09-01,2017-09-30,Sachsen,1,3,30,13.490000000000004,16.57333333333333,1.6846666666666672,77.06666666666666,495184
2017-09-01,2017-09-30,Sachsen-Anhalt,1,3,30,14.333333333333336,16.24,1.3033333333333337,73.56666666666666,456545
2017-09-01,2017-09-30,Schleswig-Holstein,0,3,30,13.446666666666664,18.683333333333337,4.421,85.73333333333333,162014
2017-09-01,2017-09-30,Thuringen,2,3,30,12.82333333333333,16.296666666666667,1.398,79.4,527936
2017-10-01,2017-10-31,Baden-Wurttemberg,1,3,31,12.003225806451615,13.896774193548389,2.706451612903225,77.3225806451613,1352564
2017-10-01,2017-10-31,Bayern,0,3,31,8.748387096774193,11.36451612903226,6.879032258064516,81.09677419354838,2487176
2017-10-01,2017-10-31,Berlin,0,3,31,12.451612903225806,21.53870967741935,2.3635483870967744,76.64516129032258,15752
2017-10-01,2017-10-31,Brandenburg,0,3,31,11.8741935483871,20.641935483870967,2.170967741935484,82.41935483870968,1030796
2017-10-01,2017-10-31,Bremen,0,3,31,12.100000000000003,24.13548387096774,1.941935483870968,85.54838709677419,461
2017-10-01,2017-10-31,Hamburg,0,3,31,11.880645161290325,20.967741935483875,3.028064516129033,84.45161290322581,4016
2017-10-01,2017-10-31,Hessen,0,3,31,12.132258064516124,11.832258064516129,1.8774193548387093,76.51612903225806,839306
2017-10-01,2017-10-31,Mecklenburg-Vorpommern,0,3,31,12.0,29.73870967741936,3.937096774193548,83.70967741935483,490225
2017-10-01,2017-10-31,Niedersachsen,0,3,31,11.812903225806451,19.932258064516127,2.172258064516129,83.83870967741936,1014470
2017-10-01,2017-10-31,Nordrhein-Westfalen,0,3,31,13.080645161290327,21.48709677419355,2.011612903225806,77.58064516129032,849507
2017-10-01,2017-10-31,Rheinland-Pfalz,0,3,31,11.438709677419354,16.506451612903223,1.570967741935484,83.35483870967742,805440
2017-10-01,2017-10-31,Saarland,0,3,31,10.687096774193549,15.63225806451613,1.6777419354838714,85.87096774193549,85623
2017-10-01,2017-10-31,Sachsen,0,3,31,11.38709677419355,22.51290322580645,2.8248387096774192,80.03225806451613,495184
2017-10-01,2017-10-31,Sachsen-Anhalt,1,3,31,12.061290322580644,21.69032258064517,2.1258064516129034,80.2258064516129,456545
2017-10-01,2017-10-31,Schleswig-Holstein,0,3,31,11.629032258064512,24.374193548387098,3.4680645161290324,85.29032258064517,162014
2017-10-01,2017-10-31,Thuringen,0,3,31,10.80645161290323,21.793548387096767,1.6806451612903226,83.83870967741936,527936
2017-11-01,2017-11-30,Baden-Wurttemberg,0,3,30,5.39,14.513333333333332,5.243333333333331,82.63333333333334,1352564
2017-11-01,2017-11-30,Bayern,0,3,30,1.2966666666666669,10.199999999999996,5.677333333333333,88.03333333333333,2487176
2017-11-01,2017-11-30,Berlin,0,3,30,6.416666666666667,18.08333333333333,1.956666666666667,81.8,15752
2017-11-01,2017-11-30,Brandenburg,0,3,30,6.010000000000001,17.686666666666664,2.0066666666666664,85.9,1030796
2017-11-01,2017-11-30,Bremen,0,3,30,6.296666666666665,21.06,1.96,86.96666666666667,461
