Startdatum,Enddatum,Ort,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar,Anzahl der Waldbrände
2020-05-01,2020-05-31,Thuringen,1,31,10.9,15.7,1.0,77.7,527936,0
2022-06-01,2022-06-30,Mecklenburg-Vorpommern,2,30,16.6,19.6,1.6,75.4,495207,16
2018-04-01,2018-04-30,Sachsen-Anhalt,1,30,13.2,17.9,1.3,74.4,456545,3
2014-09-01,2014-09-30,Sachsen,3,30,14.9,13.4,2.8,83.9,495184,1
2014-10-01,2014-10-31,Sachsen,3,31,11.7,14.6,1.4,83.9,495184,0
2013-11-01,2013-11-30,Thuringen,3,30,3.7,16.1,2.3,89.2,527936,0
2019-10-01,2019-10-31,Brandenburg,3,31,11.8,16.4,2.0,80.7,1030796,0
2012-05-01,2012-05-31,Sachsen,1,31,14.8,15.7,1.1,73.5,495184,36
2019-03-01,2019-03-31,Brandenburg,1,31,7.1,21.3,1.8,77.9,1030796,2
2020-01-01,2020-01-31,Sachsen,4,31,2.8,18.3,0.9,80.5,495184,0
2016-05-01,2016-05-31,Niedersachsen,1,31,13.9,20.3,1.8,77.3,1014470,7
2016-02-01,2016-02-29,Baden-Wurttemberg,4,29,4.1,21.9,4.9,85.6,1352564,0
2014-12-01,2014-12-31,Schleswig-Holstein,4,31,3.8,28.7,4.6,88.7,162014,0
2012-08-01,2012-08-31,Hamburg,2,31,17.6,15.3,2.2,82.4,4016,0
2019-01-01,2019-01-31,Thuringen,4,31,0.4,22.6,1.7,80.9,527936,0
2013-11-01,2013-11-30,Brandenburg,3,30,4.8,18.8,2.5,88.9,1030796,0
2010-03-01,2010-03-31,Niedersachsen,1,31,4.0,21.2,2.5,85.2,1014470,3
2014-07-01,2014-07-31,Bremen,2,31,20.0,15.6,2.6,76.2,461,0
2013-10-01,2013-10-31,Saarland,3,31,10.7,15.6,4.2,88.2,85623,0
2012-10-01,2012-10-31,Saarland,3,31,8.7,15.8,2.7,82.0,85623,0
2016-04-01,2016-04-30,Bayern,1,30,6.7,11.5,4.0,80.4,2487176,3
2016-12-01,2016-12-31,Saarland,4,31,0.9,12.3,0.2,86.0,85623,0
2013-08-01,2013-08-31,Nordrhein-Westfalen,2,31,18.7,14.7,1.3,70.7,849507,14
2020-04-01,2020-04-30,Schleswig-Holstein,1,30,8.0,20.4,0.7,72.4,162014,0
2020-11-01,2020-11-30,Hamburg,3,30,7.5,16.5,0.8,85.4,4016,0
2020-10-01,2020-10-31,Rheinland-Pfalz,3,31,10.0,19.8,2.8,84.2,805440,2
2017-02-01,2017-02-28,Saarland,4,28,3.5,20.1,2.8,90.3,85623,0
2015-12-01,2015-12-31,Nordrhein-Westfalen,4,31,8.0,27.0,1.5,85.7,849507,0
2015-05-01,2015-05-31,Mecklenburg-Vorpommern,1,31,11.2,26.5,1.8,75.9,490225,1
2011-12-01,2011-12-31,Bremen,4,31,4.0,28.4,3.4,92.0,461,0
2013-06-01,2013-06-30,Saarland,2,30,15.0,14.7,3.5,79.5,85623,0
2017-07-01,2017-07-31,Mecklenburg-Vorpommern,2,31,16.7,22.1,4.7,81.8,490225,0
2021-05-01,2021-05-31,Bremen,1,31,10.1,21.5,3.9,84.0,436,0
2011-11-01,2011-11-30,Hamburg,3,30,4.9,18.3,0.2,89.4,4016,0
2015-01-01,2015-01-31,Mecklenburg-Vorpommern,4,31,2.8,31.0,2.6,87.8,490225,1
2014-01-01,2014-01-31,Thuringen,4,31,0.4,16.1,1.0,91.2,527936,0
2013-10-01,2013-10-31,Thuringen,3,31,9.7,16.2,2.8,85.6,527936,0
2017-01-01,2017-01-31,Nordrhein-Westfalen,4,31,0.1,18.2,2.1,84.1,849507,0
2015-05-01,2015-05-31,Saarland,1,31,12.1,19.0,1.7,78.4,85623,0
2015-01-01,2015-01-31,Rheinland-Pfalz,4,31,1.8,19.4,3.9,90.2,805440,0
2012-06-01,2012-06-30,Hessen,2,30,17.1,13.1,3.2,83.8,839306,1
2013-05-01,2013-05-31,Thuringen,1,31,11.4,14.7,4.4,82.9,527936,0
2022-03-01,2022-03-31,Sachsen-Anhalt,1,31,5.5,15.5,0.2,62.3,460769,12
2022-02-01,2022-02-28,Hessen,4,28,5.2,21.2,2.8,77.8,841562,0
2017-05-01,2017-05-31,Bremen,1,31,13.8,18.4,1.5,81.8,461,0
2018-02-01,2018-02-28,Baden-Wurttemberg,4,28,-0.5,14.1,1.6,73.9,1352564,0
2020-03-01,2020-03-31,Thuringen,1,31,4.2,22.6,1.4,76.1,527936,2
2021-05-01,2021-05-31,Berlin,1,31,12.0,19.6,2.0,70.7,15776,0
2018-02-01,2018-02-28,Sachsen-Anhalt,4,28,-1.1,15.1,0.3,70.0,456545,0
2016-12-01,2016-12-31,Baden-Wurttemberg,4,31,1.5,8.8,0.4,79.3,1352564,0
2020-09-01,2020-09-30,Bayern,3,30,13.8,7.7,5.6,85.6,2487176,2
2021-03-01,2021-03-31,Schleswig-Holstein,1,31,4.4,21.8,1.9,78.7,162582,0
2017-07-01,2017-07-31,Bayern,2,31,16.7,10.4,8.6,81.6,2487176,5
2017-09-01,2017-09-30,Niedersachsen,3,30,13.8,14.9,2.5,80.3,1014470,1
2018-03-01,2018-03-31,Brandenburg,1,31,1.9,18.2,2.1,73.2,1030796,8
2021-03-01,2021-03-31,Niedersachsen,1,31,5.1,16.6,1.6,74.5,1032694,20
2016-07-01,2016-07-31,Berlin,2,31,19.7,16.6,1.5,70.4,15752,0
2018-12-01,2018-12-31,Brandenburg,4,31,4.4,19.0,1.9,84.7,1030796,0
2016-07-01,2016-07-31,Bremen,2,31,17.8,19.1,2.3,80.8,461,0
2022-08-01,2022-08-31,Hamburg,2,31,20.4,15.3,1.3,63.4,4270,0
2022-01-01,2022-01-31,Rheinland-Pfalz,4,31,2.7,18.8,2.9,87.6,807783,0
2016-06-01,2016-06-30,Bremen,2,30,16.8,17.2,4.6,85.2,461,0
2014-08-01,2014-08-31,Hamburg,2,31,16.6,18.0,2.3,75.4,4016,0
2010-05-01,2010-05-31,Thuringen,1,31,9.8,14.6,2.9,79.4,527936,0
2016-02-01,2016-02-29,Bremen,4,29,3.5,26.6,3.4,83.3,461,0
2014-03-01,2014-03-31,Schleswig-Holstein,1,31,6.4,22.1,1.0,83.1,162014,0
2019-09-01,2019-09-30,Sachsen,3,30,14.8,16.4,2.2,73.4,495184,7
2020-09-01,2020-09-30,Baden-Wurttemberg,3,30,17.3,11.4,1.4,72.2,1352564,0
2013-06-01,2013-06-30,Thuringen,2,30,15.3,15.6,2.3,77.8,527936,0
2021-05-01,2021-05-31,Mecklenburg-Vorpommern,1,31,10.1,23.9,2.5,83.8,495207,1
2022-09-01,2022-09-30,Hamburg,3,30,14.0,15.9,2.8,72.5,4270,0
2010-04-01,2010-04-30,Nordrhein-Westfalen,1,30,9.0,17.2,0.8,75.6,849507,3
2010-09-01,2010-09-30,Hamburg,3,30,12.8,16.9,3.7,87.0,4016,0
2015-12-01,2015-12-31,Bremen,4,31,7.8,28.0,1.6,86.0,461,0
2014-11-01,2014-11-30,Hamburg,3,30,6.7,18.5,0.7,89.4,4016,0
2014-11-01,2014-11-30,Baden-Wurttemberg,3,30,7.0,10.2,1.9,86.4,1352564,0
2014-04-01,2014-04-30,Mecklenburg-Vorpommern,1,30,9.8,21.4,1.8,80.2,490225,2
2017-07-01,2017-07-31,Niedersachsen,2,31,16.9,17.1,5.6,83.7,1014470,1
2017-05-01,2017-05-31,Baden-Wurttemberg,1,31,14.8,11.8,2.0,80.2,1352564,0
2018-01-01,2018-01-31,Saarland,4,31,4.5,22.0,6.2,89.0,85623,0
2016-04-01,2016-04-30,Schleswig-Holstein,1,30,6.9,23.2,3.1,77.6,162014,0
2012-08-01,2012-08-31,Niedersachsen,2,31,17.8,15.0,2.0,80.6,1014470,10
2022-11-01,2022-11-30,Bayern,3,30,4.5,8.7,3.5,84.2,2492436,1
2011-10-01,2011-10-31,Saarland,3,31,9.0,15.3,1.1,85.6,85623,0
2012-01-01,2012-01-31,Berlin,4,31,1.1,23.1,2.6,84.7,15752,0
2015-05-01,2015-05-31,Baden-Wurttemberg,1,31,13.8,15.7,2.5,75.8,1352564,0
2017-03-01,2017-03-31,Niedersachsen,1,31,6.6,21.4,1.7,81.2,1014470,4
2014-08-01,2014-08-31,Schleswig-Holstein,2,31,16.3,20.6,3.3,78.2,162014,0
2014-04-01,2014-04-30,Sachsen,1,30,11.2,15.8,1.3,73.8,495184,13
2022-08-01,2022-08-31,Schleswig-Holstein,2,31,19.2,17.7,1.3,68.7,162582,0
2012-06-01,2012-06-30,Saarland,2,30,14.9,16.4,4.2,85.2,85623,0
2018-11-01,2018-11-30,Brandenburg,3,30,5.8,15.0,0.6,79.7,1030796,3
2021-02-01,2021-02-28,Nordrhein-Westfalen,4,28,3.1,17.8,3.0,82.3,845939,4
2022-02-01,2022-02-28,Brandenburg,4,28,4.9,27.9,2.7,78.0,1034252,0
2021-01-01,2021-01-31,Rheinland-Pfalz,4,31,0.7,20.1,3.8,91.5,807783,0
2020-12-01,2020-12-31,Schleswig-Holstein,4,31,3.5,20.3,2.3,90.9,162014,0
2013-05-01,2013-05-31,Sachsen,1,31,12.5,15.8,4.0,82.1,495184,8
2010-11-01,2010-11-30,Sachsen,3,30,4.4,17.5,3.8,93.8,495184,0
2017-10-01,2017-10-31,Berlin,3,31,12.5,21.5,2.4,76.6,15752,0
2015-12-01,2015-12-31,Sachsen-Anhalt,4,31,6.6,24.1,0.9,83.1,456545,1
2010-03-01,2010-03-31,Hessen,1,31,4.0,18.3,1.8,85.2,839306,1
2018-03-01,2018-03-31,Berlin,1,31,2.1,18.0,1.9,68.3,15752,0
2022-05-01,2022-05-31,Sachsen-Anhalt,1,31,14.9,17.9,1.8,69.4,460769,27
2013-09-01,2013-09-30,Nordrhein-Westfalen,3,30,14.2,15.8,3.7,82.1,849507,1
2010-06-01,2010-06-30,Rheinland-Pfalz,2,30,17.1,13.0,1.3,71.3,805440,3
2010-11-01,2010-11-30,Hessen,3,30,5.0,14.2,2.9,90.5,839306,0
2016-04-01,2016-04-30,Hamburg,1,30,7.8,21.2,2.3,74.1,4016,0
2014-07-01,2014-07-31,Saarland,2,31,18.4,13.2,5.3,77.5,85623,0
2020-09-01,2020-09-30,Berlin,3,30,17.1,14.7,2.3,61.9,15752,0
2021-03-01,2021-03-31,Bremen,1,31,5.3,20.6,1.7,78.6,436,0
2021-11-01,2021-11-30,Thuringen,3,30,4.7,14.6,1.3,85.9,540752,0
2022-08-01,2022-08-31,Sachsen-Anhalt,2,31,21.9,14.1,1.9,57.0,460769,30
2015-09-01,2015-09-30,Hamburg,3,30,13.6,19.0,1.8,79.1,4016,0
2019-08-01,2019-08-31,Brandenburg,2,31,20.8,14.1,1.2,67.8,1030796,54
2016-01-01,2016-01-31,Brandenburg,4,31,0.0,21.9,1.5,87.6,1030796,0
2016-11-01,2016-11-30,Sachsen,3,30,3.5,17.4,1.3,83.6,495184,0
2011-02-01,2011-02-28,Niedersachsen,4,28,-0.3,24.2,1.9,89.5,1014470,1
2017-01-01,2017-01-31,Hessen,4,31,-2.7,11.0,2.0,88.8,839306,0
2012-08-01,2012-08-31,Schleswig-Holstein,2,31,16.8,17.6,2.7,83.6,162014,0
2018-11-01,2018-11-30,Baden-Wurttemberg,3,30,6.6,10.6,0.7,77.5,1352564,0
2012-08-01,2012-08-31,Brandenburg,2,31,18.9,14.2,1.7,71.7,1030796,39
2022-10-01,2022-10-31,Niedersachsen,3,31,12.9,15.4,1.3,79.1,1032694,45
2019-10-01,2019-10-31,Baden-Wurttemberg,3,31,12.4,13.1,4.1,83.0,1352564,0
2017-03-01,2017-03-31,Sachsen,1,31,6.8,19.3,1.6,80.7,495184,1
2017-12-01,2017-12-31,Thuringen,4,31,2.3,22.2,1.6,86.3,527936,0
2018-10-01,2018-10-31,Mecklenburg-Vorpommern,3,31,11.9,27.2,0.6,76.8,490225,11
2011-10-01,2011-10-31,Berlin,3,31,10.3,17.5,1.2,80.5,15752,0
2021-10-01,2021-10-31,Mecklenburg-Vorpommern,3,31,11.2,25.4,2.2,76.4,495207,0
2016-03-01,2016-03-31,Bremen,1,31,4.7,22.5,1.4,81.2,461,0
2010-02-01,2010-02-28,Sachsen,4,28,-2.1,17.3,0.9,97.4,495184,0
2018-02-01,2018-02-28,Bremen,4,28,-0.6,18.2,0.4,74.4,461,0
2016-05-01,2016-05-31,Bayern,1,31,10.4,11.0,7.7,84.6,2487176,7
2022-11-01,2022-11-30,Sachsen,3,30,6.2,15.0,1.3,80.1,494914,3
2014-02-01,2014-02-28,Rheinland-Pfalz,4,28,4.1,17.8,3.1,87.2,805440,0
2014-12-01,2014-12-31,Bayern,4,31,0.1,11.9,3.0,84.0,2487176,0
2017-06-01,2017-06-30,Niedersachsen,2,30,16.5,21.2,4.2,81.7,1014470,1
2010-11-01,2010-11-30,Nordrhein-Westfalen,3,30,5.0,18.9,3.7,93.9,849507,0
2020-11-01,2020-11-30,Saarland,3,30,6.2,11.9,0.9,86.7,85623,0
2018-10-01,2018-10-31,Sachsen,3,31,11.6,20.7,1.0,71.5,495184,9
2016-03-01,2016-03-31,Sachsen-Anhalt,1,31,4.7,19.7,1.1,79.7,456545,1
2018-02-01,2018-02-28,Hessen,4,28,-0.3,12.9,1.9,75.0,839306,2
2016-07-01,2016-07-31,Hamburg,2,31,17.6,20.1,2.8,80.9,4016,0
2016-08-01,2016-08-31,Sachsen,2,31,18.1,14.4,1.3,74.7,495184,11
2014-10-01,2014-10-31,Baden-Wurttemberg,3,31,12.8,12.2,2.3,84.9,1352564,1
2012-07-01,2012-07-31,Saarland,2,31,16.3,16.7,2.8,82.7,85623,2
2014-12-01,2014-12-31,Nordrhein-Westfalen,4,31,3.1,25.7,2.4,90.1,849507,0
2015-09-01,2015-09-30,Nordrhein-Westfalen,3,30,13.7,20.0,2.3,77.8,849507,1
2015-05-01,2015-05-31,Niedersachsen,1,31,11.5,24.0,2.0,74.0,1014470,2
2013-01-01,2013-01-31,Saarland,4,31,-0.2,14.8,2.2,92.6,85623,0
2013-11-01,2013-11-30,Schleswig-Holstein,3,30,6.2,21.3,2.2,87.0,162014,0
2013-06-01,2013-06-30,Bayern,2,30,13.6,11.5,10.7,83.9,2487176,3
2019-10-01,2019-10-31,Rheinland-Pfalz,3,31,11.4,18.1,3.2,86.1,805440,0
2011-03-01,2011-03-31,Rheinland-Pfalz,1,31,6.2,16.3,0.5,77.9,805440,2
2013-10-01,2013-10-31,Sachsen,3,31,10.1,17.2,2.0,80.5,495184,2
2022-12-01,2022-12-31,Niedersachsen,4,31,2.3,16.5,2.4,84.5,1032694,0
2016-03-01,2016-03-31,Berlin,1,31,4.5,15.5,1.0,83.3,15752,0
2016-01-01,2016-01-31,Bremen,4,31,1.4,25.8,2.4,88.4,461,0
2021-02-01,2021-02-28,Niedersachsen,4,28,1.1,14.6,1.5,86.3,1032694,2
2016-06-01,2016-06-30,Schleswig-Holstein,2,30,16.1,19.7,3.9,81.5,162014,0
2021-09-01,2021-09-30,Nordrhein-Westfalen,3,30,16.5,13.7,1.5,70.6,845939,5
2014-11-01,2014-11-30,Hessen,3,30,7.1,10.0,2.1,84.8,839306,0
2016-04-01,2016-04-30,Nordrhein-Westfalen,1,30,8.7,21.1,1.8,73.9,849507,1
2015-07-01,2015-07-31,Nordrhein-Westfalen,2,31,19.0,23.3,3.6,71.4,849507,8
2019-01-01,2019-01-31,Bremen,4,31,2.4,23.4,1.7,80.7,461,0
2010-07-01,2010-07-31,Sachsen,2,31,21.4,12.6,3.3,65.1,495184,44
2015-07-01,2015-07-31,Hessen,2,31,22.3,14.4,0.6,66.8,839306,38
2012-12-01,2012-12-31,Niedersachsen,4,31,0.8,23.3,2.6,92.6,1014470,0
2016-01-01,2016-01-31,Thuringen,4,31,-0.2,16.5,1.5,92.8,527936,0
2016-02-01,2016-02-29,Hessen,4,29,4.3,19.6,3.8,85.4,839306,0
2018-05-01,2018-05-31,Bremen,1,31,16.4,17.4,0.9,76.3,461,0
2017-12-01,2017-12-31,Brandenburg,4,31,3.4,20.3,1.3,85.0,1030796,0
2017-11-01,2017-11-30,Bremen,3,30,6.3,21.1,2.0,87.0,461,0
2014-08-01,2014-08-31,Rheinland-Pfalz,2,31,15.8,14.8,4.2,80.6,805440,0
2014-12-01,2014-12-31,Brandenburg,4,31,2.2,23.1,2.0,88.8,1030796,1
2015-06-01,2015-06-30,Niedersachsen,2,30,15.0,20.8,1.4,71.1,1014470,29
2020-09-01,2020-09-30,Brandenburg,3,30,16.0,13.6,2.1,70.8,1030796,19
2021-11-01,2021-11-30,Brandenburg,3,30,6.5,16.5,2.2,84.5,1034252,1
2021-01-01,2021-01-31,Nordrhein-Westfalen,4,31,2.3,19.0,3.3,85.5,845939,1
2014-08-01,2014-08-31,Bremen,2,31,16.5,18.4,2.2,75.3,461,0
2010-09-01,2010-09-30,Thuringen,3,30,11.8,13.8,3.1,83.1,527936,0
2022-10-01,2022-10-31,Baden-Wurttemberg,3,31,14.7,12.3,3.5,78.8,1353043,0
2022-12-01,2022-12-31,Rheinland-Pfalz,4,31,3.0,18.3,2.5,86.9,807783,0
2014-06-01,2014-06-30,Berlin,2,30,17.2,16.0,1.8,65.3,15752,0
2018-05-01,2018-05-31,Brandenburg,1,31,17.5,16.6,0.5,67.5,1030796,103
2017-05-01,2017-05-31,Thuringen,1,31,13.7,13.0,2.0,80.3,527936,4
2013-10-01,2013-10-31,Schleswig-Holstein,3,31,11.1,23.8,3.2,86.4,162014,0
2013-09-01,2013-09-30,Sachsen-Anhalt,3,30,13.7,16.1,2.0,78.4,456545,2
2022-04-01,2022-04-30,Thuringen,1,30,6.8,20.4,1.5,74.0,540752,2
2012-05-01,2012-05-31,Hessen,1,31,14.3,13.8,2.7,81.3,839306,5
2011-05-01,2011-05-31,Niedersachsen,1,31,13.2,18.4,1.1,79.1,1014470,59
2010-05-01,2010-05-31,Saarland,1,31,10.2,14.8,3.9,82.1,85623,0
2020-03-01,2020-03-31,Berlin,1,31,5.8,20.2,1.2,63.9,15752,0
2016-07-01,2016-07-31,Niedersachsen,2,31,17.9,19.7,2.8,79.3,1014470,9
2012-04-01,2012-04-30,Sachsen,1,30,8.5,17.2,1.2,75.3,495184,13
2012-01-01,2012-01-31,Saarland,4,31,2.0,19.9,3.8,89.1,85623,0
2021-01-01,2021-01-31,Berlin,4,31,0.8,17.4,1.9,87.3,15776,0
2010-12-01,2010-12-31,Baden-Wurttemberg,4,31,-2.6,14.2,5.4,96.6,1352564,0
2015-06-01,2015-06-30,Berlin,2,30,16.5,16.4,1.6,67.3,15752,0
2022-02-01,2022-02-28,Saarland,4,28,4.0,24.5,3.6,83.4,87481,0
2012-01-01,2012-01-31,Sachsen,4,31,0.3,23.0,3.5,89.0,495184,0
2017-02-01,2017-02-28,Hamburg,4,28,2.4,23.0,1.5,85.1,4016,0
2020-10-01,2020-10-31,Saarland,3,31,9.3,17.2,3.3,86.1,85623,0
2019-12-01,2019-12-31,Thuringen,4,31,3.0,16.6,1.2,84.7,527936,1
2013-02-01,2013-02-28,Brandenburg,4,28,-0.7,17.5,1.2,93.2,1030796,0
2010-04-01,2010-04-30,Sachsen-Anhalt,1,30,8.9,16.6,0.8,72.2,456545,8
2020-01-01,2020-01-31,Baden-Wurttemberg,4,31,4.1,13.6,1.6,82.0,1352564,0
2016-10-01,2016-10-31,Baden-Wurttemberg,3,31,9.1,11.8,1.6,84.3,1352564,1
2019-07-01,2019-07-31,Sachsen-Anhalt,2,31,19.6,15.9,1.6,71.6,456545,26
2014-07-01,2014-07-31,Niedersachsen,2,31,20.0,15.1,2.7,76.4,1014470,7
2018-02-01,2018-02-28,Sachsen,4,28,-1.7,15.2,0.2,68.7,495184,2
2010-03-01,2010-03-31,Bremen,1,31,4.8,21.0,2.1,84.6,461,0
2020-12-01,2020-12-31,Berlin,4,31,3.6,16.3,0.9,81.5,15752,0
2021-01-01,2021-01-31,Niedersachsen,4,31,1.1,16.8,2.5,88.3,1032694,1
2015-02-01,2015-02-28,Bayern,4,28,-4.1,9.9,1.4,92.8,2487176,1
2018-04-01,2018-04-30,Brandenburg,1,30,13.1,17.2,1.1,74.0,1030796,30
2015-11-01,2015-11-30,Berlin,3,30,7.5,21.5,2.8,85.1,15752,0
2019-12-01,2019-12-31,Bremen,4,31,4.8,22.3,1.6,85.8,461,0
2013-07-01,2013-07-31,Brandenburg,2,31,20.7,14.5,1.6,66.4,1030796,81
2013-10-01,2013-10-31,Niedersachsen,3,31,10.9,19.9,2.5,85.5,1014470,1
2012-02-01,2012-02-29,Sachsen,4,1,-4.3,19.0,1.7,88.3,495184,2
2017-12-01,2017-12-31,Sachsen,4,31,2.2,22.2,1.9,82.4,495184,0
2018-09-01,2018-09-30,Bayern,3,30,14.1,8.7,4.4,80.1,2487176,1
2014-04-01,2014-04-30,Nordrhein-Westfalen,1,30,12.0,15.7,1.6,75.9,849507,2
2013-03-01,2013-03-31,Niedersachsen,1,31,-1.4,20.9,0.8,89.0,1014470,0
2010-08-01,2010-08-31,Berlin,2,31,18.2,14.7,6.3,79.5,15752,7
2012-03-01,2012-03-31,Bayern,1,31,3.8,10.6,1.7,84.8,2487176,9
2018-07-01,2018-07-31,Nordrhein-Westfalen,2,31,22.3,14.2,0.6,57.8,849507,56
2022-09-01,2022-09-30,Schleswig-Holstein,3,30,13.6,19.4,2.9,74.7,162582,0
2010-06-01,2010-06-30,Nordrhein-Westfalen,2,30,16.8,14.2,0.7,74.4,849507,6
2013-12-01,2013-12-31,Bayern,4,31,-0.6,13.2,1.0,78.6,2487176,1
2018-07-01,2018-07-31,Schleswig-Holstein,2,31,19.5,18.3,0.5,68.5,162014,5
2010-01-01,2010-01-31,Saarland,4,31,-2.7,16.3,1.7,93.3,85623,0
2011-06-01,2011-06-30,Sachsen,2,30,17.6,15.5,1.8,73.9,495184,22
2015-07-01,2015-07-31,Rheinland-Pfalz,2,31,21.1,18.3,0.7,67.4,805440,8
2016-03-01,2016-03-31,Mecklenburg-Vorpommern,1,31,4.3,24.7,1.0,83.2,490225,1
2017-08-01,2017-08-31,Baden-Wurttemberg,2,31,20.1,11.8,2.6,72.5,1352564,0
2022-09-01,2022-09-30,Baden-Wurttemberg,3,30,15.0,13.2,3.8,76.0,1353043,5
2022-02-01,2022-02-28,Sachsen,4,28,4.0,27.5,2.8,76.8,494914,1
2022-04-01,2022-04-30,Brandenburg,1,30,7.9,20.2,1.1,69.2,1034252,29
2018-04-01,2018-04-30,Baden-Wurttemberg,1,30,13.7,14.4,1.0,69.6,1352564,6
2021-02-01,2021-02-28,Sachsen,4,28,-0.3,15.7,1.7,87.5,494914,0
2018-11-01,2018-11-30,Mecklenburg-Vorpommern,3,30,6.1,23.7,0.7,82.3,490225,2
2014-06-01,2014-06-30,Brandenburg,2,30,17.0,15.1,1.6,69.4,1030796,38
2014-08-01,2014-08-31,Thuringen,2,31,15.8,14.0,2.6,73.4,527936,0
2012-08-01,2012-08-31,Baden-Wurttemberg,2,31,20.3,12.8,1.4,75.8,1352564,3
2019-05-01,2019-05-31,Hessen,1,31,11.6,13.9,3.0,77.2,839306,1
2011-09-01,2011-09-30,Thuringen,3,30,15.0,13.7,2.0,76.7,527936,0
2012-09-01,2012-09-30,Brandenburg,3,30,14.9,16.2,1.4,70.7,1030796,14
2017-01-01,2017-01-31,Bremen,4,31,0.0,18.3,2.1,86.8,461,0
2015-04-01,2015-04-30,Mecklenburg-Vorpommern,1,30,8.0,25.3,1.0,75.8,490225,8
2022-03-01,2022-03-31,Brandenburg,1,31,5.4,15.5,0.1,63.5,1034252,37
2019-05-01,2019-05-31,Hamburg,1,31,11.0,18.5,2.4,77.2,4016,0
2019-05-01,2019-05-31,Nordrhein-Westfalen,1,31,12.2,16.1,1.3,69.3,849507,5
2020-11-01,2020-11-30,Hessen,3,30,7.7,9.7,0.9,78.6,839306,1
2011-11-01,2011-11-30,Bremen,3,30,5.1,18.2,0.1,87.6,461,0
2022-05-01,2022-05-31,Hessen,1,31,16.0,13.2,1.1,73.7,841562,14
2016-11-01,2016-11-30,Baden-Wurttemberg,3,30,4.7,14.4,2.5,83.2,1352564,1
2018-08-01,2018-08-31,Brandenburg,2,31,21.6,15.3,1.0,60.9,1030796,133
2012-11-01,2012-11-30,Hessen,3,30,5.8,12.6,3.7,85.3,839306,0
2016-05-01,2016-05-31,Saarland,1,31,12.2,16.4,4.8,81.9,85623,2
2021-08-01,2021-08-31,Berlin,2,31,18.3,16.5,4.2,67.7,15776,0
2014-12-01,2014-12-31,Sachsen-Anhalt,4,31,2.3,23.3,1.5,86.7,456545,0
2019-04-01,2019-04-30,Sachsen-Anhalt,1,30,10.4,17.2,0.6,69.2,456545,10
2015-04-01,2015-04-30,Baden-Wurttemberg,1,30,9.5,15.3,1.7,71.4,1352564,8
2015-09-01,2015-09-30,Bremen,3,30,13.6,19.3,2.2,79.7,461,0
2021-07-01,2021-07-31,Sachsen,2,31,19.3,13.7,3.3,75.5,494914,0
2015-03-01,2015-03-31,Bremen,1,31,5.8,24.3,2.1,78.5,461,0
2018-10-01,2018-10-31,Thuringen,3,31,10.7,17.8,0.3,78.7,527936,1
2010-10-01,2010-10-31,Nordrhein-Westfalen,3,31,9.4,16.8,1.4,86.7,849507,0
2013-01-01,2013-01-31,Bremen,4,31,0.3,22.4,1.9,93.0,461,0
2017-09-01,2017-09-30,Schleswig-Holstein,3,30,13.4,18.7,4.4,85.7,162014,0
2013-08-01,2013-08-31,Thuringen,2,31,18.0,12.8,1.3,66.0,527936,5
2016-04-01,2016-04-30,Sachsen,1,30,8.4,17.4,1.7,71.4,495184,4
2014-09-01,2014-09-30,Baden-Wurttemberg,3,30,15.5,9.9,1.3,81.9,1352564,0
2012-07-01,2012-07-31,Mecklenburg-Vorpommern,2,31,16.8,19.4,2.8,82.9,490225,2
2012-11-01,2012-11-30,Thuringen,3,30,3.9,14.2,1.3,89.8,527936,1
2015-12-01,2015-12-31,Hamburg,4,31,7.2,28.5,1.4,85.7,4016,0
2015-10-01,2015-10-31,Thuringen,3,31,7.7,10.8,1.6,85.1,527936,0
2012-09-01,2012-09-30,Baden-Wurttemberg,3,30,15.0,12.5,1.9,77.7,1352564,5
2013-04-01,2013-04-30,Nordrhein-Westfalen,1,30,8.1,19.2,0.8,76.6,849507,0
2021-03-01,2021-03-31,Brandenburg,1,31,5.3,17.0,1.2,74.5,1034252,4
2018-10-01,2018-10-31,Baden-Wurttemberg,3,31,12.4,12.1,0.9,75.2,1352564,1
2015-04-01,2015-04-30,Bremen,1,30,8.3,20.8,1.0,73.4,461,0
2020-02-01,2020-02-29,Saarland,4,29,4.5,26.0,7.4,85.6,85623,0
2015-12-01,2015-12-31,Schleswig-Holstein,4,31,6.9,31.6,3.5,87.5,162014,0
2022-03-01,2022-03-31,Baden-Wurttemberg,1,31,7.3,12.7,1.0,64.5,1353043,14
2010-08-01,2010-08-31,Bremen,2,31,16.7,16.3,4.7,83.1,461,0
2013-11-01,2013-11-30,Bremen,3,30,5.5,19.6,2.5,90.0,461,0
2021-12-01,2021-12-31,Sachsen,4,31,1.8,17.0,1.6,88.1,494914,0
2020-05-01,2020-05-31,Hessen,1,31,14.2,14.9,2.0,74.1,839306,14
2015-08-01,2015-08-31,Nordrhein-Westfalen,2,31,19.5,19.1,5.6,69.1,849507,2
2019-07-01,2019-07-31,Berlin,2,31,20.4,16.3,2.0,62.7,15752,3
2014-04-01,2014-04-30,Schleswig-Holstein,1,30,9.2,21.8,1.9,81.3,162014,0
2010-08-01,2010-08-31,Mecklenburg-Vorpommern,2,31,17.5,18.7,5.2,79.9,490225,1
