Startdatum,Enddatum,Ort,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar,Anzahl der Waldbrände
2022-04-01,2022-04-30,Rheinland-Pfalz,1,30,8.2,20.0,3.0,77.1,807783,2
2015-10-01,2015-10-31,Hessen,3,31,9.6,9.2,1.4,79.4,839306,2
2011-08-01,2011-08-31,Berlin,2,31,18.7,17.9,1.5,73.3,15752,0
2011-06-01,2011-06-30,Thuringen,2,30,16.3,15.6,2.6,75.1,527936,1
2020-02-01,2020-02-29,Sachsen,4,29,4.8,27.8,3.7,76.2,495184,1
2013-04-01,2013-04-30,Hessen,1,30,8.9,14.1,3.1,80.6,839306,6
2017-11-01,2017-11-30,Hessen,3,30,5.6,13.0,4.9,82.7,839306,0
2017-02-01,2017-02-28,Niedersachsen,4,28,2.1,22.9,1.3,86.0,1014470,0
2021-12-01,2021-12-31,Saarland,4,31,3.2,16.0,3.1,91.4,87481,0
2016-11-01,2016-11-30,Bayern,3,30,1.5,9.9,2.9,86.2,2487176,0
2018-03-01,2018-03-31,Sachsen,1,31,1.6,19.8,1.8,75.1,495184,1
2020-05-01,2020-05-31,Niedersachsen,1,31,11.5,15.9,1.4,73.1,1014470,46
2022-09-01,2022-09-30,Bayern,3,30,11.0,9.2,5.2,84.1,2492436,8
2014-03-01,2014-03-31,Niedersachsen,1,31,6.9,19.3,0.6,78.0,1014470,13
2016-09-01,2016-09-30,Hessen,3,30,17.6,9.8,1.4,76.7,839306,10
2015-12-01,2015-12-31,Bayern,4,31,1.5,9.2,1.6,70.4,2487176,2
2010-01-01,2010-01-31,Sachsen-Anhalt,4,31,-5.4,18.5,1.5,96.5,456545,0
2017-03-01,2017-03-31,Nordrhein-Westfalen,1,31,8.1,22.0,2.2,81.7,849507,2
2012-09-01,2012-09-30,Berlin,3,30,15.2,16.7,1.3,69.1,15752,0
2012-02-01,2012-02-29,Nordrhein-Westfalen,4,1,-0.4,20.6,0.7,79.9,849507,0
2014-04-01,2014-04-30,Thuringen,1,30,10.9,13.9,1.4,74.2,527936,3
2011-08-01,2011-08-31,Nordrhein-Westfalen,2,31,17.3,16.0,5.0,84.4,849507,2
2019-09-01,2019-09-30,Baden-Wurttemberg,3,30,15.8,13.1,1.6,73.0,1352564,0
2015-09-01,2015-09-30,Saarland,3,30,12.4,17.8,4.8,79.5,85623,0
2013-09-01,2013-09-30,Bayern,3,30,11.4,10.0,6.4,85.6,2487176,1
2014-08-01,2014-08-31,Nordrhein-Westfalen,2,31,16.1,16.9,3.6,79.5,849507,1
2014-06-01,2014-06-30,Niedersachsen,2,30,15.7,15.8,2.0,79.4,1014470,11
2011-12-01,2011-12-31,Schleswig-Holstein,4,31,4.5,30.9,3.0,87.1,162014,0
2020-06-01,2020-06-30,Brandenburg,2,30,18.4,15.3,1.8,73.7,1030796,52
2022-04-01,2022-04-30,Schleswig-Holstein,1,30,6.6,23.1,1.6,75.8,162582,0
2020-02-01,2020-02-29,Nordrhein-Westfalen,4,29,6.2,29.1,5.7,75.3,849507,0
2014-04-01,2014-04-30,Hamburg,1,30,10.7,19.2,2.5,79.5,4016,0
2019-11-01,2019-11-30,Brandenburg,3,30,6.3,16.6,1.7,86.4,1030796,1
2015-05-01,2015-05-31,Hamburg,1,31,11.2,25.0,2.4,74.7,4016,1
2011-05-01,2011-05-31,Mecklenburg-Vorpommern,1,31,12.7,20.3,1.7,77.6,490225,17
2021-03-01,2021-03-31,Sachsen,1,31,4.7,15.8,1.3,74.7,494914,4
2014-11-01,2014-11-30,Brandenburg,3,30,6.7,16.8,0.3,86.0,1030796,0
2012-02-01,2012-02-29,Thuringen,4,1,-3.6,17.0,0.5,91.0,527936,0
2014-09-01,2014-09-30,Mecklenburg-Vorpommern,3,30,15.7,17.4,2.1,79.8,490225,0
2011-11-01,2011-11-30,Hessen,3,30,5.5,9.6,0.1,73.2,839306,0
2021-09-01,2021-09-30,Brandenburg,3,30,16.1,14.5,0.8,70.5,1034252,3
2010-01-01,2010-01-31,Niedersachsen,4,31,-4.1,21.4,1.1,94.7,1014470,0
2017-03-01,2017-03-31,Sachsen-Anhalt,1,31,7.2,19.5,1.4,80.5,456545,1
2011-08-01,2011-08-31,Sachsen,2,31,18.5,13.3,1.5,77.1,495184,1
2011-08-01,2011-08-31,Baden-Wurttemberg,2,31,19.1,14.0,2.1,77.1,1352564,3
2012-03-01,2012-03-31,Saarland,1,31,7.0,14.3,0.8,77.0,85623,1
2010-07-01,2010-07-31,Nordrhein-Westfalen,2,31,20.8,14.5,2.3,66.9,849507,10
2017-09-01,2017-09-30,Saarland,3,30,12.3,13.7,4.0,83.4,85623,1
2010-08-01,2010-08-31,Nordrhein-Westfalen,2,31,16.7,15.4,6.2,83.5,849507,3
2017-06-01,2017-06-30,Thuringen,2,30,17.2,16.0,1.7,77.6,527936,7
2018-04-01,2018-04-30,Mecklenburg-Vorpommern,1,30,9.6,23.4,1.9,84.6,490225,6
2016-10-01,2016-10-31,Saarland,3,31,8.1,14.7,2.5,88.1,85623,0
2021-09-01,2021-09-30,Niedersachsen,3,30,15.5,14.5,1.7,74.9,1032694,2
2019-09-01,2019-09-30,Nordrhein-Westfalen,3,30,15.4,16.9,2.4,69.0,849507,4
2016-05-01,2016-05-31,Baden-Wurttemberg,1,31,13.2,13.2,4.6,81.1,1352564,2
2010-08-01,2010-08-31,Brandenburg,2,31,18.0,15.1,5.1,78.7,1030796,3
2019-12-01,2019-12-31,Nordrhein-Westfalen,4,31,5.6,20.8,2.3,80.1,849507,0
2018-01-01,2018-01-31,Sachsen,4,31,3.3,22.7,1.7,81.8,495184,1
2022-02-01,2022-02-28,Nordrhein-Westfalen,4,28,6.0,29.2,4.4,76.5,845939,2
2014-07-01,2014-07-31,Thuringen,2,31,19.1,11.6,4.0,74.8,527936,3
2019-03-01,2019-03-31,Nordrhein-Westfalen,1,31,8.2,23.5,3.0,71.9,849507,3
2013-07-01,2013-07-31,Baden-Wurttemberg,2,31,21.1,13.3,1.9,70.7,1352564,13
2021-12-01,2021-12-31,Schleswig-Holstein,4,31,2.7,20.4,2.2,89.7,162582,0
2020-11-01,2020-11-30,Sachsen,3,30,6.1,13.9,0.5,80.7,495184,0
2018-06-01,2018-06-30,Schleswig-Holstein,2,30,16.5,19.4,1.0,76.6,162014,1
2011-08-01,2011-08-31,Hamburg,2,31,16.8,17.0,5.6,86.9,4016,0
2013-01-01,2013-01-31,Thuringen,4,31,-1.6,17.5,1.4,93.1,527936,0
2020-02-01,2020-02-29,Thuringen,4,29,4.1,30.1,3.5,81.2,527936,0
2014-10-01,2014-10-31,Saarland,3,31,11.6,12.6,3.3,88.4,85623,0
2015-04-01,2015-04-30,Hessen,1,30,9.6,14.4,2.3,71.3,839306,23
2016-03-01,2016-03-31,Thuringen,1,31,3.3,15.9,1.3,84.2,527936,0
2014-07-01,2014-07-31,Nordrhein-Westfalen,2,31,19.5,13.6,4.6,80.0,849507,4
2012-11-01,2012-11-30,Niedersachsen,3,30,5.0,19.3,1.0,89.7,1014470,0
2010-06-01,2010-06-30,Mecklenburg-Vorpommern,2,30,15.5,17.2,1.0,75.0,490225,3
2013-08-01,2013-08-31,Berlin,2,31,19.8,15.6,1.4,61.3,15752,0
2021-02-01,2021-02-28,Rheinland-Pfalz,4,28,4.0,18.3,2.5,81.6,807783,0
2022-07-01,2022-07-31,Niedersachsen,2,31,18.6,16.8,1.5,64.7,1032694,81
2021-10-01,2021-10-31,Bayern,3,31,7.6,8.7,1.5,79.3,2492436,0
2015-12-01,2015-12-31,Rheinland-Pfalz,4,31,6.3,16.8,1.3,91.0,805440,0
2020-09-01,2020-09-30,Rheinland-Pfalz,3,30,16.5,13.0,1.2,74.1,805440,12
2015-01-01,2015-01-31,Nordrhein-Westfalen,4,31,2.5,26.2,3.0,87.9,849507,0
2021-08-01,2021-08-31,Sachsen,2,31,17.3,14.8,3.4,72.5,494914,1
2012-10-01,2012-10-31,Thuringen,3,31,7.9,15.1,1.1,81.9,527936,1
2019-02-01,2019-02-28,Bremen,4,28,5.1,19.1,1.4,79.8,461,0
2021-07-01,2021-07-31,Hamburg,2,31,18.9,14.8,2.0,77.6,4270,0
2012-07-01,2012-07-31,Schleswig-Holstein,2,31,15.8,19.2,3.4,85.9,162014,0
2011-11-01,2011-11-30,Sachsen-Anhalt,3,30,4.1,14.7,0.0,82.6,456545,0
2021-09-01,2021-09-30,Schleswig-Holstein,3,30,15.0,18.9,2.3,79.6,162582,0
2018-01-01,2018-01-31,Bremen,4,31,3.9,25.4,2.7,85.0,461,0
2011-06-01,2011-06-30,Bayern,2,30,14.3,10.6,5.7,85.5,2487176,10
2010-05-01,2010-05-31,Mecklenburg-Vorpommern,1,31,9.8,20.5,2.8,81.7,490225,1
2019-09-01,2019-09-30,Saarland,3,30,14.0,14.7,2.2,75.8,85623,0
2020-12-01,2020-12-31,Hessen,4,31,3.9,13.4,2.9,86.3,839306,0
2010-04-01,2010-04-30,Thuringen,1,30,7.9,14.7,0.7,72.3,527936,4
2015-03-01,2015-03-31,Bayern,1,31,1.8,12.5,3.9,86.7,2487176,3
2014-03-01,2014-03-31,Berlin,1,31,7.8,17.1,1.0,73.0,15752,0
2011-10-01,2011-10-31,Mecklenburg-Vorpommern,3,31,9.9,21.6,1.0,84.8,490225,2
2020-07-01,2020-07-31,Bremen,2,31,15.8,18.0,2.3,81.8,461,0
2017-01-01,2017-01-31,Thuringen,4,31,-3.4,12.7,1.0,92.4,527936,0
2012-08-01,2012-08-31,Bremen,2,31,18.2,16.1,1.8,79.1,461,0
2018-08-01,2018-08-31,Sachsen-Anhalt,2,31,21.9,15.8,1.1,59.6,456545,19
2013-07-01,2013-07-31,Hamburg,2,31,19.0,14.3,1.3,76.8,4016,0
2015-03-01,2015-03-31,Hessen,1,31,6.2,15.3,1.7,79.8,839306,0
2020-04-01,2020-04-30,Saarland,1,30,11.1,15.3,1.0,67.5,85623,1
2017-11-01,2017-11-30,Thuringen,3,30,4.8,19.4,1.6,86.5,527936,0
2011-06-01,2011-06-30,Baden-Wurttemberg,2,30,17.1,13.9,3.1,80.1,1352564,1
2016-11-01,2016-11-30,Nordrhein-Westfalen,3,30,5.0,20.3,2.6,84.9,849507,0
2011-01-01,2011-01-31,Sachsen-Anhalt,4,31,0.6,18.5,1.5,94.5,456545,0
2013-10-01,2013-10-31,Sachsen-Anhalt,3,31,11.1,18.1,2.2,80.5,456545,0
2010-10-01,2010-10-31,Niedersachsen,3,31,8.7,18.7,1.0,87.6,1014470,1
2015-08-01,2015-08-31,Hessen,2,31,21.0,12.0,2.1,69.3,839306,26
2012-11-01,2012-11-30,Sachsen-Anhalt,3,30,5.1,17.1,1.7,86.9,456545,1
2011-12-01,2011-12-31,Nordrhein-Westfalen,4,31,4.1,27.6,4.7,92.4,849507,0
2012-10-01,2012-10-31,Mecklenburg-Vorpommern,3,31,9.2,21.4,2.1,82.8,490225,0
2014-11-01,2014-11-30,Sachsen,3,30,6.4,14.9,0.5,88.4,495184,1
2021-05-01,2021-05-31,Sachsen-Anhalt,1,31,11.1,20.1,3.8,79.2,460769,1
2014-04-01,2014-04-30,Bayern,1,30,8.0,11.1,2.3,79.2,2487176,6
2011-01-01,2011-01-31,Hessen,4,31,0.7,13.1,2.5,91.8,839306,0
2012-12-01,2012-12-31,Bayern,4,31,-2.6,13.5,4.8,86.3,2487176,0
2013-07-01,2013-07-31,Sachsen-Anhalt,2,31,20.7,13.8,1.4,66.3,456545,15
2020-05-01,2020-05-31,Sachsen,1,31,11.6,16.8,1.6,75.1,495184,17
2013-01-01,2013-01-31,Schleswig-Holstein,4,31,0.8,23.7,2.2,91.5,162014,0
2012-09-01,2012-09-30,Mecklenburg-Vorpommern,3,30,13.8,21.5,1.7,79.0,490225,0
2011-08-01,2011-08-31,Bremen,2,31,17.0,17.4,4.4,85.6,461,0
2013-02-01,2013-02-28,Sachsen,4,28,-1.5,15.6,1.7,93.5,495184,0
2022-12-01,2022-12-31,Hamburg,4,31,2.2,17.4,2.4,86.0,4270,0
2018-12-01,2018-12-31,Hamburg,4,31,5.2,19.9,2.3,86.4,4016,0
2010-04-01,2010-04-30,Saarland,1,30,8.6,16.4,1.2,73.9,85623,0
2013-01-01,2013-01-31,Mecklenburg-Vorpommern,4,31,0.2,24.8,2.1,91.4,490225,0
2014-04-01,2014-04-30,Sachsen-Anhalt,1,30,11.9,16.2,1.0,72.1,456545,3
2011-01-01,2011-01-31,Thuringen,4,31,-0.5,15.9,1.1,95.5,527936,0
2020-06-01,2020-06-30,Bayern,2,30,14.7,9.0,9.2,82.9,2487176,4
2014-05-01,2014-05-31,Mecklenburg-Vorpommern,1,31,12.4,20.2,2.0,79.0,490225,4
2014-02-01,2014-02-28,Bayern,4,28,1.2,13.5,1.8,85.2,2487176,0
2014-07-01,2014-07-31,Rheinland-Pfalz,2,31,18.9,12.6,5.5,78.8,805440,1
2022-08-01,2022-08-31,Mecklenburg-Vorpommern,2,31,20.4,18.7,2.0,66.0,495207,9
2014-02-01,2014-02-28,Niedersachsen,4,28,4.2,22.6,1.4,86.3,1014470,1
2010-11-01,2010-11-30,Berlin,3,30,4.5,16.2,3.8,94.9,15752,0
2016-09-01,2016-09-30,Sachsen,3,30,17.4,12.5,1.3,74.2,495184,12
2012-09-01,2012-09-30,Schleswig-Holstein,3,30,13.6,21.0,3.0,82.8,162014,0
2020-03-01,2020-03-31,Schleswig-Holstein,1,31,4.4,24.7,1.3,74.2,162014,0
2011-05-01,2011-05-31,Baden-Wurttemberg,1,31,15.5,13.7,0.9,68.8,1352564,20
2012-08-01,2012-08-31,Rheinland-Pfalz,2,31,19.1,13.6,1.7,79.6,805440,6
2020-02-01,2020-02-29,Hamburg,4,29,5.0,27.7,4.5,82.3,4016,0
2022-09-01,2022-09-30,Sachsen,3,30,13.7,14.5,3.3,72.7,494914,3
2021-08-01,2021-08-31,Baden-Wurttemberg,2,31,17.3,11.4,2.3,80.2,1353043,1
2021-04-01,2021-04-30,Bayern,1,30,4.3,9.7,2.4,85.4,2492436,11
2019-11-01,2019-11-30,Saarland,3,30,4.5,15.8,3.5,91.0,85623,0
2021-10-01,2021-10-31,Nordrhein-Westfalen,3,31,11.5,18.8,3.0,74.9,845939,1
2010-02-01,2010-02-28,Bremen,4,28,-0.7,23.0,2.4,95.0,461,0
2017-03-01,2017-03-31,Hessen,1,31,8.3,14.6,2.5,82.2,839306,12
2012-04-01,2012-04-30,Mecklenburg-Vorpommern,1,30,6.9,20.9,1.4,81.1,490225,1
2019-02-01,2019-02-28,Sachsen-Anhalt,4,28,4.7,17.8,0.7,72.6,456545,1
2011-12-01,2011-12-31,Sachsen-Anhalt,4,31,3.6,26.4,2.0,86.9,456545,0
2016-06-01,2016-06-30,Rheinland-Pfalz,2,30,16.5,13.3,4.8,86.4,805440,0
2012-10-01,2012-10-31,Rheinland-Pfalz,3,31,9.2,15.2,2.2,82.1,805440,0
2020-12-01,2020-12-31,Brandenburg,4,31,3.4,16.5,1.1,84.7,1030796,0
2018-08-01,2018-08-31,Mecklenburg-Vorpommern,2,31,19.8,22.9,1.5,69.8,490225,25
2010-06-01,2010-06-30,Brandenburg,2,30,17.4,14.5,0.6,67.9,1030796,63
2017-08-01,2017-08-31,Bayern,2,31,18.2,9.1,6.4,79.0,2487176,4
2016-12-01,2016-12-31,Nordrhein-Westfalen,4,31,3.9,18.9,0.7,85.5,849507,1
2016-09-01,2016-09-30,Nordrhein-Westfalen,3,30,18.1,15.4,0.7,73.3,849507,2
2016-04-01,2016-04-30,Rheinland-Pfalz,1,30,8.3,16.8,3.2,77.4,805440,0
2017-08-01,2017-08-31,Hessen,2,31,20.0,10.6,2.3,73.5,839306,2
2019-01-01,2019-01-31,Nordrhein-Westfalen,4,31,2.8,20.4,2.1,78.0,849507,0
2011-05-01,2011-05-31,Schleswig-Holstein,1,31,11.8,21.5,1.6,81.0,162014,5
2020-04-01,2020-04-30,Bayern,1,30,9.9,9.8,1.9,73.8,2487176,29
2015-11-01,2015-11-30,Mecklenburg-Vorpommern,3,30,8.1,33.0,3.2,84.0,490225,1
2020-09-01,2020-09-30,Niedersachsen,3,30,15.1,13.5,1.3,74.0,1014470,14
2021-10-01,2021-10-31,Brandenburg,3,31,10.9,17.8,1.3,73.1,1034252,1
2018-04-01,2018-04-30,Hamburg,1,30,11.3,18.5,2.0,77.4,4016,0
2014-08-01,2014-08-31,Bayern,2,31,13.9,9.3,5.9,86.8,2487176,3
2015-03-01,2015-03-31,Nordrhein-Westfalen,1,31,5.9,22.9,2.1,79.2,849507,8
2012-03-01,2012-03-31,Sachsen-Anhalt,1,31,7.1,18.2,0.4,77.4,456545,4
2016-01-01,2016-01-31,Nordrhein-Westfalen,4,31,3.6,26.0,3.5,86.0,849507,0
2021-05-01,2021-05-31,Schleswig-Holstein,1,31,9.6,21.1,4.8,84.6,162582,0
2021-06-01,2021-06-30,Nordrhein-Westfalen,2,30,19.0,13.2,4.1,74.2,845939,15
2012-05-01,2012-05-31,Rheinland-Pfalz,1,31,14.2,14.7,2.9,82.1,805440,3
2010-05-01,2010-05-31,Schleswig-Holstein,1,31,9.3,20.7,2.2,78.1,162014,0
2016-03-01,2016-03-31,Sachsen,1,31,4.1,18.5,1.4,82.2,495184,1
2010-03-01,2010-03-31,Baden-Wurttemberg,1,31,4.4,18.9,2.0,84.8,1352564,3
2017-06-01,2017-06-30,Berlin,2,30,18.2,19.0,6.9,74.3,15752,0
2016-04-01,2016-04-30,Bremen,1,30,8.1,21.1,2.0,74.8,461,0
2021-08-01,2021-08-31,Thuringen,2,31,16.0,16.3,2.9,77.8,540752,1
2011-12-01,2011-12-31,Sachsen,4,31,2.8,24.1,2.2,87.5,495184,0
2011-03-01,2011-03-31,Berlin,1,31,4.5,15.5,0.8,77.4,15752,0
2017-01-01,2017-01-31,Baden-Wurttemberg,4,31,-3.3,13.5,2.1,89.7,1352564,0
2019-01-01,2019-01-31,Hamburg,4,31,2.2,20.4,1.5,80.4,4016,0
2013-09-01,2013-09-30,Saarland,3,30,13.3,14.1,3.3,83.0,85623,0
2016-10-01,2016-10-31,Schleswig-Holstein,3,31,9.4,21.4,1.6,84.7,162014,0
2013-07-01,2013-07-31,Schleswig-Holstein,2,31,17.6,16.2,1.7,79.6,162014,0
2021-02-01,2021-02-28,Baden-Wurttemberg,4,28,4.8,12.9,2.6,80.5,1353043,1
2017-11-01,2017-11-30,Berlin,3,30,6.4,18.1,2.0,81.8,15752,0
2011-08-01,2011-08-31,Bayern,2,31,16.3,10.8,3.7,82.1,2487176,6
2011-02-01,2011-02-28,Bayern,4,28,-2.4,11.3,1.0,89.1,2487176,1
2021-10-01,2021-10-31,Niedersachsen,3,31,11.1,17.1,1.6,76.2,1032694,9
2022-04-01,2022-04-30,Saarland,1,30,7.7,18.4,2.9,76.4,87481,1
2022-11-01,2022-11-30,Nordrhein-Westfalen,3,30,9.1,18.4,2.3,77.2,845939,1
2015-07-01,2015-07-31,Baden-Wurttemberg,2,31,22.2,16.5,0.5,65.6,1352564,14
2019-06-01,2019-06-30,Thuringen,2,30,19.1,16.0,1.5,78.6,527936,7
2015-09-01,2015-09-30,Brandenburg,3,30,14.3,17.7,1.4,72.6,1030796,8
2016-03-01,2016-03-31,Hamburg,1,31,4.5,22.8,1.2,81.0,4016,0
2010-12-01,2010-12-31,Thuringen,4,31,-5.9,16.9,2.5,98.5,527936,0
2016-03-01,2016-03-31,Saarland,1,31,3.4,21.0,2.8,84.1,85623,0
2021-10-01,2021-10-31,Berlin,3,31,11.3,18.0,1.1,67.0,15776,0
2022-10-01,2022-10-31,Bremen,3,31,13.0,19.4,1.7,80.5,436,0
2012-07-01,2012-07-31,Brandenburg,2,31,18.4,15.7,4.0,77.6,1030796,13
2022-10-01,2022-10-31,Hessen,3,31,14.7,12.4,2.4,78.7,841562,0
2017-07-01,2017-07-31,Sachsen-Anhalt,2,31,18.8,17.3,3.8,77.2,456545,0
2011-06-01,2011-06-30,Hamburg,2,30,16.0,16.3,4.5,85.8,4016,0
2015-02-01,2015-02-28,Brandenburg,4,28,1.3,20.1,0.3,84.2,1030796,0
2011-02-01,2011-02-28,Sachsen-Anhalt,4,28,-0.2,19.7,0.5,83.6,456545,0
2015-10-01,2015-10-31,Sachsen-Anhalt,3,31,8.8,16.0,1.7,79.8,456545,1
2012-12-01,2012-12-31,Saarland,4,31,1.8,19.6,5.2,94.3,85623,0
2012-02-01,2012-02-29,Saarland,4,1,-3.0,15.8,0.5,84.8,85623,0
2016-09-01,2016-09-30,Sachsen-Anhalt,3,30,18.6,14.9,1.1,68.3,456545,16
2014-09-01,2014-09-30,Thuringen,3,30,14.5,11.9,1.7,82.4,527936,0
2014-09-01,2014-09-30,Rheinland-Pfalz,3,30,15.0,10.9,1.1,83.3,805440,0
2013-01-01,2013-01-31,Nordrhein-Westfalen,4,31,0.6,20.8,2.2,92.4,849507,0
2016-03-01,2016-03-31,Hessen,1,31,4.8,15.9,2.1,82.0,839306,3
2022-11-01,2022-11-30,Hamburg,3,30,7.0,17.1,1.5,81.0,4270,0
2022-12-01,2022-12-31,Nordrhein-Westfalen,4,31,3.7,18.9,3.0,79.9,845939,0
2018-02-01,2018-02-28,Bayern,4,28,-4.6,8.5,1.9,90.0,2487176,1
2013-07-01,2013-07-31,Berlin,2,31,21.0,15.4,1.9,62.7,15752,1
2022-07-01,2022-07-31,Rheinland-Pfalz,2,31,21.0,15.2,0.7,52.8,807783,22
2014-06-01,2014-06-30,Mecklenburg-Vorpommern,2,30,15.8,17.1,1.5,74.7,490225,2
2012-04-01,2012-04-30,Thuringen,1,30,7.7,16.7,0.7,72.0,527936,3
2019-03-01,2019-03-31,Saarland,1,31,6.5,21.4,3.9,78.9,85623,0
2022-06-01,2022-06-30,Hessen,2,30,20.1,11.8,3.1,71.4,841562,34
2011-02-01,2011-02-28,Schleswig-Holstein,4,28,0.0,28.9,1.7,90.7,162014,0
2021-10-01,2021-10-31,Sachsen,3,31,10.1,18.1,0.9,70.8,494914,4
2021-07-01,2021-07-31,Sachsen-Anhalt,2,31,19.7,14.9,3.6,72.2,460769,7
2018-06-01,2018-06-30,Berlin,2,30,19.9,16.8,1.0,60.5,15752,1
2018-01-01,2018-01-31,Rheinland-Pfalz,4,31,5.2,23.0,5.7,86.9,805440,0
2015-05-01,2015-05-31,Sachsen-Anhalt,1,31,13.2,20.6,0.7,68.8,456545,10
2010-03-01,2010-03-31,Sachsen-Anhalt,1,31,4.4,20.2,1.8,82.9,456545,0
2021-05-01,2021-05-31,Rheinland-Pfalz,1,31,10.0,20.5,4.0,84.6,807783,0
2017-02-01,2017-02-28,Bremen,4,28,3.0,23.6,1.7,86.0,461,0
2011-07-01,2011-07-31,Hessen,2,31,16.3,12.6,3.1,81.7,839306,1
2018-10-01,2018-10-31,Bayern,3,31,10.0,10.7,3.6,81.8,2487176,2
2013-01-01,2013-01-31,Sachsen,4,31,-2.1,17.7,2.3,93.1,495184,0
2022-07-01,2022-07-31,Sachsen,2,31,19.8,16.8,1.0,57.5,494914,82
2011-05-01,2011-05-31,Bayern,1,31,11.9,11.6,4.7,77.6,2487176,25
2020-07-01,2020-07-31,Thuringen,2,31,16.7,14.9,1.3,79.4,527936,3
2017-09-01,2017-09-30,Mecklenburg-Vorpommern,3,30,14.2,23.4,2.5,79.3,490225,1
2021-01-01,2021-01-31,Brandenburg,4,31,0.7,17.9,2.1,89.4,1034252,0
2016-10-01,2016-10-31,Thuringen,3,31,7.9,12.8,2.1,89.5,527936,0
2012-04-01,2012-04-30,Bremen,1,30,7.7,19.7,1.7,80.7,461,0
2022-03-01,2022-03-31,Mecklenburg-Vorpommern,1,31,4.8,20.4,0.1,70.0,495207,5
2018-11-01,2018-11-30,Nordrhein-Westfalen,3,30,7.2,16.9,1.1,77.0,849507,2
2012-01-01,2012-01-31,Nordrhein-Westfalen,4,31,3.0,24.0,3.7,86.5,849507,0
2012-03-01,2012-03-31,Nordrhein-Westfalen,1,31,7.8,16.1,0.5,82.4,849507,3
2012-10-01,2012-10-31,Hessen,3,31,9.8,13.3,2.4,80.9,839306,0
2010-02-01,2010-02-28,Schleswig-Holstein,4,28,-1.7,23.6,1.7,96.1,162014,0
2018-09-01,2018-09-30,Berlin,3,30,17.7,16.4,1.2,58.4,15752,1
2020-10-01,2020-10-31,Thuringen,3,31,9.8,19.5,2.0,83.3,527936,2
2014-11-01,2014-11-30,Schleswig-Holstein,3,30,7.3,21.2,1.0,89.7,162014,0
2013-11-01,2013-11-30,Rheinland-Pfalz,3,30,4.4,16.1,3.3,90.8,805440,0
2022-05-01,2022-05-31,Baden-Wurttemberg,1,31,15.9,13.8,1.3,71.9,1353043,3
2019-12-01,2019-12-31,Brandenburg,4,31,4.2,17.6,1.4,83.6,1030796,2
2016-07-01,2016-07-31,Bayern,2,31,16.5,9.7,7.0,84.7,2487176,13
2021-01-01,2021-01-31,Thuringen,4,31,-0.5,17.6,2.0,91.8,540752,0
2018-11-01,2018-11-30,Saarland,3,30,5.6,14.7,1.8,85.2,85623,0
2021-07-01,2021-07-31,Bayern,2,31,17.2,9.7,7.6,81.8,2492436,2
2020-08-01,2020-08-31,Hamburg,2,31,20.0,16.3,1.6,74.5,4016,0
2015-03-01,2015-03-31,Mecklenburg-Vorpommern,1,31,5.1,27.6,2.0,81.0,490225,0
2016-05-01,2016-05-31,Sachsen-Anhalt,1,31,14.6,18.8,1.8,75.9,456545,16
2011-10-01,2011-10-31,Niedersachsen,3,31,9.6,19.0,1.3,86.5,1014470,1
2012-11-01,2012-11-30,Sachsen,3,30,4.8,17.0,3.0,88.7,495184,0
2017-05-01,2017-05-31,Nordrhein-Westfalen,1,31,14.8,16.8,1.7,81.6,849507,6
2022-09-01,2022-09-30,Nordrhein-Westfalen,3,30,15.3,14.9,3.4,68.8,845939,16
2013-07-01,2013-07-31,Niedersachsen,2,31,19.1,13.9,1.2,76.0,1014470,26
2021-08-01,2021-08-31,Bayern,2,31,15.5,9.0,7.6,84.0,2492436,0
2015-06-01,2015-06-30,Thuringen,2,30,15.2,15.2,1.6,72.7,527936,2
2012-12-01,2012-12-31,Rheinland-Pfalz,4,31,2.2,18.7,4.9,93.3,805440,0
2011-11-01,2011-11-30,Baden-Wurttemberg,3,30,5.3,9.6,0.2,75.8,1352564,3
2010-06-01,2010-06-30,Saarland,2,30,16.4,13.7,1.5,71.8,85623,0
2016-03-01,2016-03-31,Rheinland-Pfalz,1,31,4.2,18.5,2.6,83.9,805440,0
2020-12-01,2020-12-31,Mecklenburg-Vorpommern,4,31,3.2,24.2,2.6,88.3,490225,0
2016-07-01,2016-07-31,Brandenburg,2,31,19.5,18.1,1.7,71.7,1030796,27
2020-12-01,2020-12-31,Saarland,4,31,2.9,15.1,4.8,93.5,85623,0
2011-05-01,2011-05-31,Hamburg,1,31,13.1,18.6,1.3,80.2,4016,0
2022-01-01,2022-01-31,Sachsen-Anhalt,4,31,3.6,22.5,1.4,84.4,460769,0
2013-11-01,2013-11-30,Sachsen,3,30,4.2,16.4,1.9,88.4,495184,2
2019-02-01,2019-02-28,Nordrhein-Westfalen,4,28,6.5,16.4,1.5,71.9,849507,1
2015-01-01,2015-01-31,Bayern,4,31,-2.1,14.2,5.1,87.7,2487176,1
2019-10-01,2019-10-31,Sachsen,3,31,11.6,15.4,1.6,78.3,495184,3
2019-11-01,2019-11-30,Niedersachsen,3,30,5.7,14.0,2.1,88.8,1014470,1
2012-12-01,2012-12-31,Mecklenburg-Vorpommern,4,31,0.4,25.5,2.5,91.9,490225,0
2017-03-01,2017-03-31,Mecklenburg-Vorpommern,1,31,6.1,23.8,1.6,83.3,490225,0
